word,happiness_rank,happiness_average,happiness_standard_deviation,twitter_rank,google_rank,nyt_rank,lyrics_rank
russia,4831,5.5,1.374,4709.0,1816.0,1572.0,
settings,4832,5.5,1.2548,,4831.0,,
skin,4833,5.5,1.5551,1615.0,1304.0,4194.0,581.0
sms,4834,5.5,1.6067,4128.0,,,
specifically,4835,5.5,1.1112,,2705.0,4954.0,
steven,4836,5.5,1.0926,,,1018.0,
stevie,4837,5.5,1.1824,,,,
texting,4838,5.5,1.4604,3108.0,,,
tie,4839,5.5,1.1824,3066.0,4806.0,2527.0,1656.0
transmission,4840,5.5,1.3286,,3167.0,,
unit,4841,5.5,0.9742,2378.0,1027.0,880.0,
variation,4842,5.5,1.1824,,2444.0,,
vol,4843,5.5,1.5152,,741.0,,
wanna,4844,5.5,1.5419,257.0,,,77.0
we're,4845,5.5,1.0152,,,,
wearing,4846,5.5,1.1824,989.0,3956.0,2696.0,1732.0
westside,4847,5.5,1.3132,,,,4260.0
wild,4848,5.5,1.8098,1464.0,1673.0,2603.0,492.0
womb,4849,5.5,1.3887,,,,4362.0
works,4850,5.5,1.4463,750.0,556.0,600.0,2201.0
yankee,4851,5.5,1.7642,,,3806.0,4007.0
responsibilities,4852,5.49,1.7224,,4112.0,,
awaits,4853,5.49,1.4012,,,,4829.0
interface,4854,5.49,1.0433,,4053.0,,
mics,4855,5.49,1.309,,,,4709.0
modified,4856,5.49,1.0825,,3061.0,,
remark,4857,5.49,1.3712,,4201.0,,
supervision,4858,5.49,1.6346,,4553.0,,
weave,4859,5.49,1.3863,,,,4804.0
flame,4860,5.49,1.7304,,4702.0,,1015.0
interpreted,4861,5.49,1.3493,,3637.0,,
11am,4862,5.48,1.111,,,,
acts,4863,5.48,1.1471,4673.0,1201.0,3247.0,4338.0
actual,4864,5.48,1.0544,2457.0,1009.0,3934.0,
adviser,4865,5.48,1.821,,,2278.0,
advisers,4866,5.48,1.3738,,,3900.0,
ahhh,4867,5.48,2.0428,1746.0,,,2887.0
alabama,4868,5.48,1.1648,4400.0,,4601.0,
along,4869,5.48,0.8142,1054.0,396.0,601.0,424.0
announced,4870,5.48,1.5151,2707.0,3143.0,558.0,
approached,4871,5.48,1.2816,,3754.0,,
attempted,4872,5.48,1.568,,2528.0,4716.0,
ballin,4873,5.48,1.6318,,,,4438.0
beta,4874,5.48,1.1471,2717.0,,,
bling,4875,5.48,2.1019,,,,3344.0
canon,4876,5.48,1.3438,4528.0,,,
cheap,4877,5.48,1.9508,1316.0,,,1768.0
church,4878,5.48,1.8543,504.0,296.0,253.0,1590.0
cincinnati,4879,5.48,1.4741,,,2890.0,
column,4880,5.48,0.9089,3072.0,2064.0,447.0,
compound,4881,5.48,1.2974,,3433.0,,
concept,4882,5.48,1.4032,3002.0,1125.0,3827.0,
consultant,4883,5.48,1.1822,,,1623.0,
convention,4884,5.48,1.2329,,1874.0,2155.0,
coupe,4885,5.48,1.5418,,,,4139.0
cumulative,4886,5.48,1.0736,,,3206.0,
demo,4887,5.48,1.313,2893.0,,,4600.0
donald,4888,5.48,1.2493,,,1351.0,
elements,4889,5.48,1.5285,,817.0,3802.0,
encountered,4890,5.48,1.3285,,3925.0,,
everytime,4891,5.48,1.4741,2075.0,,,900.0
exception,4892,5.48,1.1471,,2358.0,,
export,4893,5.48,1.3738,,3232.0,4613.0,
extensive,4894,5.48,1.2656,,1972.0,4111.0,
external,4895,5.48,1.2162,,1259.0,,
fb,4896,5.48,1.2162,1407.0,,,
felt,4897,5.48,1.3738,1083.0,498.0,1176.0,518.0
guild,4898,5.48,0.9528,,,4732.0,
habit,4899,5.48,1.6066,3104.0,3054.0,,3208.0
he'll,4900,5.48,1.1648,,,,
here,4901,5.48,1.0925,97.0,138.0,188.0,72.0
highway,4902,5.48,1.2656,2966.0,4801.0,2886.0,1248.0
holmes,4903,5.48,1.2329,4632.0,,,
ikea,4904,5.48,1.6567,,,,
indicate,4905,5.48,0.9528,,1639.0,4778.0,
janet,4906,5.48,0.9528,,,2367.0,4652.0
joan,4907,5.48,1.2329,,,1499.0,
jump,4908,5.48,1.7407,1742.0,,3693.0,714.0
kate,4909,5.48,1.4741,3173.0,,2941.0,
katherine,4910,5.48,1.5418,,,3146.0,
katie,4911,5.48,1.6066,4136.0,,,
katy,4912,5.48,1.1993,,,,
korean,4913,5.48,1.4741,4238.0,,2789.0,
laurie,4914,5.48,1.1993,,,4184.0,
led,4915,5.48,1.1292,3197.0,732.0,621.0,2109.0
lei,4916,5.48,1.581,,,,3881.0
longest,4917,5.48,1.4462,4421.0,,,4946.0
luna,4918,5.48,1.7407,,,,2405.0
madison,4919,5.48,1.1993,,,979.0,
mark,4920,5.48,1.2974,1278.0,1376.0,506.0,1535.0
may,4921,5.48,1.6318,278.0,53.0,60.0,334.0
methods,4922,5.48,0.9947,,672.0,4618.0,
mixed,4923,5.48,0.8389,2761.0,2058.0,3160.0,2784.0
motor,4924,5.48,1.1822,4919.0,2039.0,3309.0,3676.0
naval,4925,5.48,1.2493,,3295.0,4436.0,
nicole,4926,5.48,1.568,4994.0,,4711.0,
nose,4927,5.48,1.2329,1880.0,3326.0,,1438.0
oklahoma,4928,5.48,1.432,4748.0,,3434.0,
ole,4929,5.48,1.3285,4514.0,,,2675.0
operates,4930,5.48,1.2329,,,4344.0,
palm,4931,5.48,1.3285,2968.0,,1752.0,2749.0
particles,4932,5.48,1.1648,,2693.0,,
pepper,4933,5.48,1.4879,3858.0,,4709.0,
physics,4934,5.48,1.7984,,3946.0,,
picking,4935,5.48,0.9528,2426.0,,,3463.0
portion,4936,5.48,1.5151,,1362.0,3690.0,
post,4937,5.48,1.0925,387.0,889.0,1003.0,3376.0
powell,4938,5.48,1.1648,,,3387.0,
predicted,4939,5.48,1.2329,,,3173.0,
quoted,4940,5.48,0.9947,,2306.0,2932.0,
remote,4941,5.48,1.729,3769.0,3215.0,,
requested,4942,5.48,0.8389,,4833.0,4331.0,
roller,4943,5.48,1.2656,,,,3715.0
route,4944,5.48,1.2162,3555.0,2544.0,1846.0,3990.0
run,4945,5.48,1.432,445.0,749.0,434.0,178.0
sally,4946,5.48,0.9089,,,3661.0,3842.0
sell,4947,5.48,1.1292,1280.0,2526.0,906.0,981.0
server,4948,5.48,1.313,2420.0,4238.0,,
sessions,4949,5.48,0.9311,,4933.0,4823.0,
shape,4950,5.48,0.8628,3061.0,1446.0,3047.0,1948.0
spread,4951,5.48,1.1292,1937.0,1562.0,2521.0,1228.0
square,4952,5.48,0.9947,1456.0,1358.0,937.0,2420.0
stephanie,4953,5.48,1.3589,,,3649.0,
surfaces,4954,5.48,1.2162,,3505.0,,
surname,4955,5.48,0.9947,,,1491.0,
tampa,4956,5.48,0.9739,4599.0,,3886.0,
township,4957,5.48,1.5939,,,3989.0,
trek,4958,5.48,1.4741,2088.0,,,
tried,4959,5.48,1.6443,774.0,1000.0,1074.0,413.0
truck,4960,5.48,1.555,1304.0,,3082.0,1426.0
tweet,4961,5.48,1.5939,325.0,,,
user,4962,5.48,1.015,2494.0,2539.0,,
users,4963,5.48,1.1471,2342.0,3400.0,3569.0,
utility,4964,5.48,1.2162,,3605.0,3727.0,
vamos,4965,5.48,1.2329,4310.0,,,2458.0
wells,4966,5.48,0.8862,,4735.0,3799.0,
ceiling,4967,5.47,1.1012,,,,2399.0
dwell,4968,5.47,1.6596,,,,3752.0
elaborate,4969,5.47,1.6596,,4292.0,,
grip,4970,5.47,1.7091,,,,1767.0
halls,4971,5.47,1.0821,,,,3770.0
loaded,4972,5.47,1.8383,,,,2288.0
metabolism,4973,5.47,1.5014,,4860.0,,
spinning,4974,5.47,1.4157,,,,1400.0
#nowplaying,4975,5.46,1.5147,,,,
alex,4976,5.46,0.8855,2228.0,,2136.0,
appeared,4977,5.46,0.9941,,872.0,1030.0,
arlington,4978,5.46,1.6563,,,3777.0,
blogger,4979,5.46,1.1287,4016.0,,,
bricks,4980,5.46,1.0919,,,,2680.0
cam,4981,5.46,1.1817,3272.0,,,
caption,4982,5.46,0.8381,,,910.0,
carries,4983,5.46,1.2324,,4609.0,3860.0,4112.0
carroll,4984,5.46,1.0343,,,4723.0,
cavalry,4985,5.46,1.7286,,4855.0,,
challenged,4986,5.46,1.4737,,,3413.0,
chi,4987,5.46,1.4028,,,,2262.0
chronicle,4988,5.46,1.5281,,,2555.0,
coalition,4989,5.46,1.4172,,,1918.0,
colonies,4990,5.46,1.3433,,2967.0,,
competitive,4991,5.46,1.9082,,3651.0,2622.0,
conducted,4992,5.46,1.1988,,2236.0,1882.0,
consisted,4993,5.46,1.328,,3912.0,,
contract,4994,5.46,1.1104,3513.0,1493.0,673.0,
developers,4995,5.46,1.7168,,,4660.0,
diameter,4996,5.46,1.1671,,2596.0,,
directed,4997,5.46,1.073,,1670.0,806.0,
distributed,4998,5.46,1.1104,,2741.0,4060.0,
domestic,4999,5.46,1.6563,,1459.0,1693.0,
dozen,5000,5.46,1.1104,,3723.0,2379.0,3817.0
enough,5001,5.46,1.4028,390.0,387.0,461.0,250.0
equation,5002,5.46,1.5012,,1500.0,,
expectations,5003,5.46,1.5414,,3396.0,3499.0,
explain,5004,5.46,1.3433,2167.0,1414.0,2809.0,1009.0
followed,5005,5.46,1.2157,1829.0,646.0,1297.0,2661.0
fox,5006,5.46,1.7168,1426.0,4571.0,1875.0,3904.0
further,5007,5.46,1.1104,3193.0,325.0,872.0,1882.0
gears,5008,5.46,0.8855,4333.0,,,
guts,5009,5.46,1.9295,,,,2778.0
helen,5010,5.46,1.0144,,,1678.0,
index,5011,5.46,1.2324,,1518.0,1169.0,
instructions,5012,5.46,1.4458,,2636.0,,
jeffrey,5013,5.46,1.0539,,,1517.0,
jerry,5014,5.46,1.9919,4725.0,,1993.0,
lafayette,5015,5.46,1.5806,,,4340.0,
laid,5016,5.46,1.2324,3731.0,1379.0,4317.0,1235.0
let's,5017,5.46,1.0144,,3616.0,,
linked,5018,5.46,1.4028,,3048.0,3933.0,
list,5019,5.46,0.8621,586.0,935.0,892.0,2102.0
local,5020,5.46,1.3584,857.0,397.0,566.0,3057.0
loop,5021,5.46,1.3126,,4397.0,,3629.0
manufacturers,5022,5.46,1.1466,,4791.0,2822.0,
math,5023,5.46,1.9505,1960.0,,,
matthew,5024,5.46,1.0343,,,1473.0,
meeting,5025,5.46,1.3433,678.0,816.0,644.0,3944.0
megan,5026,5.46,1.2651,4789.0,,,
mornin,5027,5.46,1.6807,2896.0,,,4172.0
needed,5028,5.46,1.4875,962.0,794.0,956.0,956.0
object,5029,5.46,1.0343,,634.0,4566.0,
organ,5030,5.46,1.6563,,3390.0,,
particularly,5031,5.46,1.2651,,621.0,1270.0,
philly,5032,5.46,1.5546,3240.0,,,4312.0
process,5033,5.46,1.1104,2186.0,259.0,835.0,
projects,5034,5.46,1.5935,2601.0,2105.0,1655.0,3296.0
pulls,5035,5.46,1.1466,,,,3012.0
quote,5036,5.46,0.9082,1628.0,,,
rebecca,5037,5.46,1.3433,,,2964.0,
reform,5038,5.46,1.3433,2935.0,1661.0,1537.0,
religious,5039,5.46,2.0123,,611.0,1616.0,
richmond,5040,5.46,1.0919,,,3291.0,
sandra,5041,5.46,0.9304,,,3471.0,
segment,5042,5.46,1.4875,,4252.0,,
sent,5043,5.46,0.9082,916.0,589.0,816.0,1113.0
series,5044,5.46,0.9304,1011.0,627.0,487.0,
serve,5045,5.46,1.3126,3189.0,1262.0,1377.0,1967.0
sharon,5046,5.46,0.9733,,,2340.0,
shipping,5047,5.46,1.3126,1747.0,,,
shoulder,5048,5.46,1.2157,3518.0,3036.0,3761.0,1283.0
stacks,5049,5.46,1.328,,,,4161.0
statements,5050,5.46,0.9733,,2158.0,2775.0,
surrounding,5051,5.46,1.2324,,3056.0,4142.0,
therapy,5052,5.46,1.5281,3465.0,1602.0,4315.0,
thy,5053,5.46,1.1643,,1568.0,,1712.0
twitter,5054,5.46,1.9082,107.0,,,
uno,5055,5.46,0.9521,4480.0,,,2966.0
vincent,5056,5.46,0.9304,,,2643.0,
watched,5057,5.46,1.2651,616.0,2995.0,3415.0,1375.0
wide,5058,5.46,1.328,2207.0,901.0,1811.0,786.0
william,5059,5.46,1.0539,3778.0,643.0,330.0,
dome,5060,5.46,1.3202,,,,3195.0
filter,5061,5.46,1.2709,,4189.0,,
notions,5062,5.46,1.1291,,4800.0,,
unfold,5063,5.46,1.3202,,,,4001.0
administered,5064,5.45,1.5554,,4155.0,,
furthermore,5065,5.45,1.4652,,2490.0,,
situations,5066,5.45,1.1376,,2139.0,,5000.0
sociology,5067,5.45,1.4586,,4487.0,,
subsequent,5068,5.45,1.2258,,1845.0,,
sway,5069,5.45,1.2087,,,,3333.0
wrists,5070,5.45,1.3395,,,,4823.0
drawers,5071,5.45,1.3156,,,,4714.0
undoubtedly,5072,5.45,1.4567,,3514.0,,
2nite,5073,5.44,1.7861,,,,
amp,5074,5.44,1.248,2801.0,,,
anita,5075,5.44,1.2961,,,3469.0,
area,5076,5.44,0.8843,1117.0,373.0,603.0,4013.0
arthur,5077,5.44,1.091,,3108.0,1279.0,
assigned,5078,5.44,1.2316,,2607.0,3447.0,
aug,5079,5.44,1.3726,,,583.0,
axis,5080,5.44,1.402,,2698.0,,
battery,5081,5.44,1.198,2244.0,,,
beside,5082,5.44,0.993,4985.0,2755.0,,997.0
bob,5083,5.44,1.1634,1991.0,,1070.0,2851.0
brown,5084,5.44,1.2803,961.0,1208.0,744.0,1021.0
calculation,5085,5.44,1.198,,4416.0,,
carolina,5086,5.44,1.514,3719.0,3135.0,1767.0,4504.0
carried,5087,5.44,1.1095,,680.0,1580.0,2462.0
centres,5088,5.44,1.2316,,4887.0,,
chair,5089,5.44,1.248,1575.0,2259.0,2297.0,1843.0
charter,5090,5.44,0.9293,,3888.0,3991.0,
columbia,5091,5.44,1.473,,3459.0,777.0,
company,5092,5.44,1.58,816.0,368.0,56.0,1704.0
consist,5093,5.44,1.2803,,3999.0,,
cope,5094,5.44,1.6056,,,,4471.0
counter,5095,5.44,1.1808,,3133.0,,
curtains,5096,5.44,1.3726,,,,4078.0
deck,5097,5.44,1.3874,3202.0,4720.0,4698.0,2989.0
den,5098,5.44,1.3426,1170.0,3980.0,,872.0
doors,5099,5.44,1.0721,3012.0,3340.0,3555.0,1409.0
earl,5100,5.44,1.091,,3186.0,,
editors,5101,5.44,1.1808,,,4781.0,
evelyn,5102,5.44,1.0333,,,3784.0,
fisher,5103,5.44,1.2643,,,2712.0,
flow,5104,5.44,1.5928,2977.0,921.0,3419.0,638.0
georgia,5105,5.44,1.2803,4004.0,4477.0,2549.0,3143.0
i'd,5106,5.44,0.8122,,,,
imports,5107,5.44,1.4868,,4220.0,4281.0,
jay,5108,5.44,1.1278,1969.0,,1762.0,2762.0
joel,5109,5.44,1.0134,,,2387.0,
jordan,5110,5.44,1.7515,2871.0,,1921.0,
kong,5111,5.44,1.1808,4664.0,,3129.0,4240.0
lab,5112,5.44,1.5407,2536.0,,,
lateral,5113,5.44,1.2643,,3170.0,,
mass,5114,5.44,1.1095,2236.0,719.0,345.0,2873.0
meant,5115,5.44,0.993,1270.0,1305.0,2156.0,658.0
metal,5116,5.44,1.2803,1441.0,1743.0,3429.0,1610.0
mister,5117,5.44,1.4309,,,,1651.0
montana,5118,5.44,1.2803,4208.0,,,
moore,5119,5.44,1.5928,,,2312.0,
noche,5120,5.44,1.1808,,,,1574.0
nov,5121,5.44,1.248,2450.0,4680.0,578.0,
operating,5122,5.44,1.4165,,2013.0,1092.0,
overall,5123,5.44,1.2149,3964.0,2212.0,2174.0,
passes,5124,5.44,1.4868,3348.0,3204.0,3771.0,2894.0
passing,5125,5.44,1.7398,3176.0,1729.0,540.0,1355.0
paul,5126,5.44,1.2149,1469.0,1224.0,422.0,1783.0
phrase,5127,5.44,0.8369,4216.0,2914.0,4851.0,
possess,5128,5.44,1.5928,,2963.0,,4773.0
quantitative,5129,5.44,1.402,,4593.0,,
recently,5130,5.44,1.1095,2098.0,1497.0,544.0,
refers,5131,5.44,1.1634,,2804.0,,
represent,5132,5.44,1.0529,,1540.0,1745.0,2118.0
saw,5133,5.44,0.8122,336.0,447.0,1142.0,381.0
search,5134,5.44,1.1808,756.0,1509.0,1648.0,1301.0
sept,5135,5.44,1.0333,4706.0,4921.0,438.0,
seventy,5136,5.44,1.567,,4158.0,,
signal,5137,5.44,0.9723,,1898.0,3926.0,4896.0
solomon,5138,5.44,1.2961,,,4002.0,
stations,5139,5.44,0.9071,,3746.0,2334.0,
storage,5140,5.44,1.0721,4607.0,2836.0,4814.0,
street,5141,5.44,0.8369,432.0,740.0,85.0,400.0
subject,5142,5.44,1.0333,4014.0,347.0,1283.0,
submit,5143,5.44,1.5005,4845.0,4714.0,4839.0,
surround,5144,5.44,1.402,,,,3064.0
ten,5145,5.44,1.198,1661.0,664.0,3037.0,784.0
tenants,5146,5.44,1.1634,,,3993.0,
thurs,5147,5.44,1.3577,4319.0,,,
tone,5148,5.44,0.8609,4987.0,2116.0,3221.0,2736.0
tongue,5149,5.44,1.091,3598.0,2834.0,,1170.0
trunk,5150,5.44,0.9723,,,,2120.0
tweeted,5151,5.44,1.6922,2356.0,,,
versions,5152,5.44,1.0333,,,,
wagner,5153,5.44,0.9723,,,4409.0,
wax,5154,5.44,1.198,,,,3936.0
wilson,5155,5.44,0.7866,4691.0,2766.0,1631.0,
worked,5156,5.44,1.58,1336.0,1190.0,691.0,2190.0
yen,5157,5.44,1.4309,,,2531.0,
zion,5158,5.44,1.5274,,,3556.0,
measurements,5159,5.44,1.5966,,3115.0,,
reactions,5160,5.44,0.9655,,2338.0,,
adjacent,5161,5.43,1.1365,,4024.0,,
bailar,5162,5.43,1.0408,,,,3576.0
kara,5163,5.43,1.3385,,,,4025.0
modes,5164,5.43,1.2076,,3767.0,,
proposition,5165,5.43,1.4577,,3674.0,,
remainder,5166,5.43,1.2416,,4301.0,,
steam,5167,5.43,1.4434,,2779.0,,3548.0
10am,5168,5.42,1.1622,,,,
again,5169,5.42,1.2631,162.0,187.0,467.0,105.0
also,5170,5.42,1.0319,285.0,70.0,54.0,1954.0
ashley,5171,5.42,1.2469,3018.0,,,
aye,5172,5.42,1.6424,3280.0,,,2885.0
background,5173,5.42,1.2137,1704.0,1853.0,3065.0,2632.0
bailey,5174,5.42,1.1622,,,4931.0,
barrel,5175,5.42,1.295,,,,3632.0
bedford,5176,5.42,1.2304,,,4044.0,
booth,5177,5.42,1.1082,4565.0,,,4621.0
bowl,5178,5.42,1.2631,622.0,,2008.0,3446.0
businessman,5179,5.42,1.3864,,,4632.0,
calls,5180,5.42,1.0319,1218.0,1907.0,1051.0,1267.0
came,5181,5.42,1.4155,483.0,207.0,423.0,259.0
carolyn,5182,5.42,1.4721,,,3858.0,
category,5183,5.42,1.4995,,2643.0,4443.0,
centre,5184,5.42,0.8352,3439.0,1487.0,3879.0,
chip,5185,5.42,1.0515,2760.0,,4526.0,4683.0
com,5186,5.42,1.0708,800.0,2393.0,,3133.0
comprehensive,5187,5.42,1.3864,,3138.0,4787.0,
compromise,5188,5.42,1.8193,,4363.0,3066.0,3149.0
conductor,5189,5.42,1.3566,,,3970.0,
course,5190,5.42,1.3716,661.0,238.0,666.0,1469.0
crow,5191,5.42,1.6793,,,,4976.0
dennis,5192,5.42,0.9495,,,2177.0,
derived,5193,5.42,1.2137,,1592.0,,
duration,5194,5.42,1.2469,,3182.0,,
enzyme,5195,5.42,1.2631,,4521.0,,
ever,5196,5.42,1.012,185.0,319.0,619.0,132.0
financial,5197,5.42,1.7853,1721.0,1036.0,428.0,
floors,5198,5.42,0.8352,,,4199.0,4864.0
frances,5199,5.42,1.1796,,,2843.0,
gene,5200,5.42,0.9708,,3099.0,2830.0,
going,5201,5.42,1.1622,66.0,362.0,162.0,191.0
gotten,5202,5.42,1.3864,2165.0,,3867.0,3568.0
he,5203,5.42,0.9055,69.0,17.0,13.0,60.0
himself,5204,5.42,0.9708,1891.0,186.0,694.0,2083.0
hockey,5205,5.42,1.6793,1573.0,,624.0,
hopkins,5206,5.42,0.8352,,,4339.0,
initial,5207,5.42,1.0515,,1367.0,1891.0,
inner,5208,5.42,1.0319,3993.0,1862.0,4743.0,2592.0
instance,5209,5.42,1.1082,,917.0,2962.0,
jeanne,5210,5.42,1.0319,,,4956.0,
jeremy,5211,5.42,1.1445,,,4229.0,
jr,5212,5.42,1.3415,2415.0,2769.0,402.0,
julia,5213,5.42,1.1082,,,3073.0,
julie,5214,5.42,1.1796,,,2642.0,
listenin,5215,5.42,1.5398,4622.0,,,
livingston,5216,5.42,0.9278,,,4886.0,
memphis,5217,5.42,1.5661,,,,2838.0
mentioned,5218,5.42,1.1082,2868.0,931.0,3689.0,
mercury,5219,5.42,1.5398,,4930.0,,
mini,5220,5.42,1.0708,1791.0,,,
monthly,5221,5.42,0.9055,4965.0,3760.0,3003.0,
nine,5222,5.42,1.1265,3495.0,1600.0,1068.0,994.0
note,5223,5.42,0.9916,1285.0,532.0,1638.0,2091.0
nowadays,5224,5.42,1.4581,,,,4625.0
om,5225,5.42,1.6174,2404.0,,,1717.0
oprah,5226,5.42,2.0513,3625.0,,,
pasa,5227,5.42,1.1622,,,,3895.0
penn,5228,5.42,1.295,,,3726.0,
peter,5229,5.42,1.0515,2178.0,1637.0,454.0,3318.0
point,5230,5.42,0.9055,614.0,182.0,396.0,772.0
polls,5231,5.42,1.2792,,,3209.0,
presentation,5232,5.42,1.5791,2471.0,3219.0,4680.0,
primarily,5233,5.42,0.9495,,1989.0,2508.0,
ranks,5234,5.42,1.6793,,4178.0,4828.0,
references,5235,5.42,1.4721,,1808.0,,
resulting,5236,5.42,1.2137,,1992.0,3721.0,
riley,5237,5.42,1.1445,,,4933.0,
rolled,5238,5.42,1.3566,,,,2247.0
roof,5239,5.42,1.012,3387.0,3288.0,4268.0,1852.0
sam,5240,5.42,1.295,2305.0,4389.0,1912.0,2612.0
sean,5241,5.42,0.9278,3257.0,,3557.0,2694.0
secretary,5242,5.42,1.3107,,1289.0,641.0,
select,5243,5.42,1.2469,4716.0,2430.0,,
signals,5244,5.42,1.1445,,4064.0,,
snl,5245,5.42,1.295,4568.0,,,
spencer,5246,5.42,1.4721,,,4852.0,
state's,5247,5.42,0.9916,,,,
subjects,5248,5.42,1.012,,1067.0,4472.0,
tables,5249,5.42,0.8352,,2577.0,3724.0,3665.0
tell,5250,5.42,1.0319,243.0,496.0,860.0,80.0
terry,5251,5.42,1.1622,,,2313.0,
theory,5252,5.42,1.4859,1723.0,427.0,2874.0,
tom,5253,5.42,1.3415,1500.0,3062.0,1071.0,2915.0
topic,5254,5.42,0.8827,2117.0,3745.0,,
toss,5255,5.42,1.3716,,,,3054.0
treasury's,5256,5.42,1.5398,,,,
tweets,5257,5.42,1.9701,527.0,,,
yorkers,5258,5.42,1.3716,,,2246.0,
you'll,5259,5.42,1.3107,,,,
calculated,5260,5.42,1.3966,,2413.0,,
configuration,5261,5.42,1.4117,,4715.0,,
inhabitants,5262,5.42,1.4415,,2489.0,,
statute,5263,5.42,1.661,,3536.0,,
interlude,5264,5.41,1.4143,,,,4341.0
clerk,5265,5.41,1.3527,,4350.0,,
constitutes,5266,5.41,1.3681,,4582.0,,
cylinder,5267,5.41,1.2062,,4888.0,,
knocks,5268,5.41,1.5932,,,,4872.0
ratio,5269,5.41,1.4277,,1633.0,,
tissue,5270,5.41,1.4849,,1646.0,,
variables,5271,5.41,1.2403,,1917.0,,
vector,5272,5.41,1.0977,,4115.0,,
vols,5273,5.41,1.4566,,3562.0,,
whassup,5274,5.41,1.7902,,,,4904.0
width,5275,5.41,0.9336,,3866.0,,
absolute,5276,5.4,1.6162,4229.0,1720.0,,
ah,5277,5.4,1.2122,643.0,3331.0,,369.0
alison,5278,5.4,1.1066,,,4822.0,
anne,5279,5.4,1.1429,,4315.0,1289.0,
arabia,5280,5.4,1.6413,,,4794.0,
arkansas,5281,5.4,1.2289,,,4523.0,
boldface,5282,5.4,1.088,,,4824.0,
cast,5283,5.4,1.3702,2501.0,1855.0,1687.0,1637.0
chamber,5284,5.4,1.3702,,2446.0,2671.0,
china,5285,5.4,1.7023,1559.0,1065.0,925.0,3119.0
claimed,5286,5.4,1.178,,2416.0,4365.0,
conquest,5287,5.4,2.1093,,4243.0,,
consecutive,5288,5.4,1.1606,,,2967.0,
daily,5289,5.4,1.0302,837.0,1118.0,611.0,2436.0
dana,5290,5.4,1.0498,,,3996.0,
definitions,5291,5.4,1.1952,,4513.0,,
distribution,5292,5.4,0.9689,,857.0,3028.0,
dna,5293,5.4,1.3553,,3131.0,,
document,5294,5.4,1.2289,,2380.0,4013.0,
each,5295,5.4,0.9897,692.0,112.0,259.0,386.0
earlier,5296,5.4,1.2289,1247.0,762.0,654.0,
embassy,5297,5.4,1.3401,,,3536.0,
esp,5298,5.4,1.1429,3468.0,,,
estimate,5299,5.4,0.9897,,2578.0,3183.0,
fam,5300,5.4,1.6162,1212.0,,,4984.0
figured,5301,5.4,1.178,2524.0,,,2809.0
fuel,5302,5.4,1.178,4008.0,3006.0,2568.0,3932.0
gulf,5303,5.4,1.7143,,4172.0,1731.0,
headquarters,5304,5.4,1.0102,,4190.0,2116.0,
healthcare,5305,5.4,2.0603,3860.0,,,
hee,5306,5.4,1.4983,3918.0,,,4207.0
holds,5307,5.4,1.069,3712.0,2692.0,2841.0,1667.0
inside,5308,5.4,0.7284,905.0,1275.0,1103.0,159.0
intent,5309,5.4,1.4569,,4445.0,4582.0,
jan,5310,5.4,1.1429,1376.0,3454.0,429.0,
johnson,5311,5.4,1.3702,3033.0,2235.0,807.0,
joseph,5312,5.4,1.6162,,1934.0,594.0,
lah,5313,5.4,1.2289,4423.0,,,
lawrence,5314,5.4,1.3401,,3843.0,1088.0,
lick,5315,5.4,1.5649,4930.0,,,1399.0
lou,5316,5.4,1.3093,,,4450.0,3950.0
lung,5317,5.4,1.3093,,4123.0,,
main,5318,5.4,1.2122,1492.0,570.0,839.0,2040.0
malcolm,5319,5.4,1.0102,,,4881.0,
margaret,5320,5.4,1.2289,,4129.0,1496.0,
matter,5321,5.4,1.0102,887.0,352.0,857.0,348.0
mexican,5322,5.4,1.5253,2493.0,3253.0,2963.0,
ministers,5323,5.4,1.7728,,2677.0,4720.0,
mixtape,5324,5.4,1.0498,2392.0,,,
nancy,5325,5.4,1.3248,,,1226.0,
oakland,5326,5.4,1.3851,,,3515.0,
obedience,5327,5.4,1.6162,,4840.0,,
one,5328,5.4,1.5908,53.0,35.0,46.0,41.0
paula,5329,5.4,1.3401,,,4330.0,
picks,5330,5.4,1.3553,3939.0,,,
processes,5331,5.4,1.4846,,1056.0,,
putting,5332,5.4,1.088,1192.0,2680.0,2084.0,2227.0
ranging,5333,5.4,0.8806,,,4756.0,
reminds,5334,5.4,1.1952,2029.0,,,3093.0
reorganization,5335,5.4,1.4846,,,4683.0,
represents,5336,5.4,0.8806,,1897.0,2112.0,
rien,5337,5.4,1.1606,,,,3661.0
riverdale,5338,5.4,1.3997,,,3677.0,
sarah,5339,5.4,1.6288,1710.0,,1564.0,
seen,5340,5.4,1.1952,403.0,277.0,741.0,302.0
statistical,5341,5.4,1.2617,,2994.0,,
stayed,5342,5.4,1.2454,2421.0,3910.0,3790.0,1639.0
stomach,5343,5.4,1.069,1208.0,3531.0,,2923.0
string,5344,5.4,1.088,,3449.0,3688.0,2340.0
sushi,5345,5.4,2.2497,2232.0,,,
tap,5346,5.4,1.2289,3186.0,,,3649.0
testament,5347,5.4,1.5386,,3418.0,,
thee,5348,5.4,1.069,2565.0,2195.0,,1669.0
they'll,5349,5.4,1.2778,,,,
transfer,5350,5.4,1.5119,4761.0,1597.0,3203.0,
two,5351,5.4,0.9689,260.0,69.0,52.0,206.0
